Brand,price_per_km,availability_status,Range,efficiency,weight,speed,Fast_charge,distance,cargo_vol,Battery,german_price,netherland_price,uk_price,towing,driver_type,No.of_Seats,Heat_Pump,Towbar,Rating,Bidirectional,Load,Home,Grid
Toyota,167,Available,235,213,1811,11.7,80,246,775,50.0,38830,41995,31995,750,Front Wheel,5,1,1,5.0,0,1,1,1
Renault,112,Available,245,163,1485,9.2,55,253,420,40.0,29400,29990,49825,750,Front Wheel,5,1,1,5.0,1,1,1,1
Lexus,198,Available,390,185,2135,4.4,110,425,522,72.0,78700,74495,67795,1000,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,461,Discontinued,120,292,2285,16.0,0,85,1390,35.0,55275,55418,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Ford,138,Discontinued,480,190,2160,7.0,86,448,619,91.0,71200,59400,59380,1500,Rear Wheel,5,0,1,5.0,0,1,1,1
Kia,174,Available,350,209,2387,8.5,160,414,423,73.0,61990,59995,49825,900,Rear Wheel,7,1,1,5.0,1,1,1,1
Smart,147,Available,250,188,1855,6.7,65,280,338,47.0,37490,34500,32960,0,Rear Wheel,5,1,0,5.0,1,1,1,1
Lancia,104,Available,325,156,1561,8.2,79,353,309,50.8,55400,33700,49825,0,Front Wheel,5,1,0,5.0,1,1,1,1
Porsche,227,Available,465,204,2470,3.8,186,546,560,94.9,104200,109700,89000,2500,All Wheel,5,1,1,5.0,0,1,1,1
Skoda,131,Discontinued,305,170,1937,11.3,45,271,585,52.0,39900,54990,49825,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Porsche,245,Discontinued,460,182,2295,4.0,216,587,491,83.7,114389,120031,90406,0,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,170,Discontinued,350,190,2105,7.7,100,359,340,66.5,53746,64031,53010,1800,All Wheel,5,1,1,5.0,0,1,1,1
Audi,292,Discontinued,330,262,2730,4.5,146,348,677,86.5,96050,88815,90235,1800,All Wheel,5,1,1,5.0,0,1,1,1
BMW,172,Discontinued,455,178,2355,5.4,136,522,490,81.2,75600,81270,49825,2000,All Wheel,5,1,1,5.0,0,1,1,1
Smart,135,Available,250,188,1855,6.7,65,280,338,47.0,34990,32000,29960,0,Rear Wheel,5,1,0,5.0,1,1,1,1
Porsche,273,Available,535,181,2360,3.3,267,693,450,97.0,147700,154233,118200,0,All Wheel,5,1,0,5.0,0,1,1,1
Ford,128,Available,475,185,2161,6.1,105,482,619,88.0,59200,55400,59390,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Porsche,225,Available,510,190,2355,4.7,267,655,530,97.0,113100,119400,96800,0,All Wheel,5,1,0,5.0,0,1,1,1
Volvo,152,Discontinued,360,186,2057,7.3,100,394,435,67.0,52690,50495,52555,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Kia,217,Available,420,229,2648,4.6,194,468,385,96.0,89990,88795,82185,2500,All Wheel,7,1,1,5.0,1,1,1,1
Fisker,118,Discontinued,500,213,2508,4.2,135,541,476,106.5,58900,58990,50900,1820,All Wheel,5,1,1,5.0,0,1,1,1
Cadillac,290,Available,375,243,2899,4.1,100,365,297,91.0,108809,54990,49825,2000,All Wheel,7,1,1,5.0,0,1,1,1
Volvo,226,Available,465,219,2725,4.2,200,547,703,102.0,101290,99495,99960,2200,All Wheel,7,1,1,5.0,1,1,1,1
Mercedes,133,Discontinued,410,172,2115,8.9,90,401,495,70.5,53978,54966,49825,0,Front Wheel,7,1,0,5.0,0,1,1,1
Lotus,209,Discontinued,520,190,2555,4.2,328,693,543,98.9,106400,109685,96255,2250,All Wheel,5,1,1,5.0,0,1,1,1
Lotus,203,Available,495,220,2565,4.5,259,604,657,109.0,99990,103795,84990,2250,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,225,Discontinued,420,169,2125,5.4,183,532,491,71.0,93139,98663,79200,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Tesla,221,Discontinued,345,180,2102,5.8,95,370,895,62.0,69019,83585,49825,1000,Rear Wheel,5,0,0,5.0,0,1,1,1
Mercedes,264,Discontinued,305,295,2555,12.0,96,279,1390,90.0,65140,80253,83850,0,Front Wheel,7,0,0,5.0,0,1,1,1
Mercedes,200,Available,225,200,1867,12.6,50,225,551,45.0,39623,50227,49825,1500,Front Wheel,5,1,1,5.0,0,1,1,1
Peugeot,142,Discontinued,270,171,1623,9.9,78,294,434,46.3,39000,39270,32300,0,Front Wheel,5,1,0,5.0,0,1,1,1
Ford,141,Discontinued,380,191,2179,7.3,100,404,619,72.6,55800,46300,50830,750,Rear Wheel,5,0,1,5.0,0,1,1,1
Genesis,190,Available,385,208,2335,4.4,205,477,528,80.0,70230,54990,65915,1800,All Wheel,5,1,1,5.0,1,1,1,1
Tesla,274,Discontinued,420,226,2572,3.0,100,413,510,95.0,112700,115920,101350,2250,All Wheel,7,0,1,5.0,0,1,1,1
Audi,167,Discontinued,400,192,2215,6.2,115,442,535,76.6,59900,73065,58510,1200,All Wheel,5,1,1,5.0,1,1,1,1
Citroen,217,Discontinued,265,260,2131,13.3,79,252,507,69.0,57940,57022,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Ford,158,Discontinued,440,207,2257,5.8,115,447,619,91.0,65900,66940,65405,1500,All Wheel,5,0,1,5.0,0,1,1,1
Audi,311,Available,525,185,2395,2.5,267,682,427,97.0,160500,164990,142925,0,All Wheel,4,1,0,5.0,0,1,1,1
Lotus,320,Available,465,213,2650,2.8,328,611,543,98.9,145990,150595,129990,1225,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,150,Available,515,176,2475,5.9,141,564,430,90.6,74149,78076,69365,1700,All Wheel,5,1,1,5.0,0,1,1,1
Tesla,353,Discontinued,375,228,2514,4.0,90,366,510,85.5,131300,133500,49825,1000,All Wheel,7,0,0,5.0,0,1,1,1
Renault,121,Discontinued,245,167,1548,13.5,33,224,338,41.0,55400,54990,25770,0,Front Wheel,5,0,0,5.0,0,1,1,1
Genesis,159,Discontinued,390,190,1975,7.8,200,487,432,74.0,55400,54990,53905,1600,Rear Wheel,5,0,1,5.0,1,1,1,1
Skoda,140,Discontinued,450,171,2258,5.5,120,493,570,77.0,63300,62690,54820,1200,All Wheel,5,1,1,5.0,1,1,1,1
Hongqi,121,Available,455,209,2458,6.3,210,535,705,95.3,55400,54995,49825,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Lotus,326,Discontinued,455,240,2725,2.9,259,559,657,109.0,151990,154090,121305,2250,All Wheel,5,1,1,5.0,0,1,1,1
Zeekr,139,Discontinued,350,186,2035,3.8,112,392,383,65.0,55400,48490,49825,1600,All Wheel,5,1,1,5.0,1,1,1,1
Citroen,169,Available,230,217,1881,11.7,80,242,1050,50.0,37940,43178,30640,750,Front Wheel,7,1,1,5.0,0,1,1,1
Opel,210,Available,265,260,2211,14.2,79,252,603,69.0,53550,57753,48695,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Smart,120,Available,355,175,1855,5.8,90,383,385,62.0,43490,40495,37960,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Mercedes,229,Discontinued,590,184,2630,4.8,173,654,620,108.4,125378,145390,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
MG,153,Available,425,175,1960,5.0,85,440,249,74.4,64990,66360,55245,1000,Rear Wheel,2,0,0,5.0,1,1,1,1
BMW,179,Available,450,180,2395,5.5,136,512,570,81.2,77600,83327,49825,2000,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,196,Available,470,202,2420,4.1,186,553,624,94.9,91200,96700,77100,2500,All Wheel,5,1,1,5.0,0,1,1,1
Tesla,201,Discontinued,420,173,2183,4.2,80,416,894,72.5,86800,83420,72550,0,All Wheel,5,0,0,5.0,0,1,1,1
Ford,187,Discontinued,425,214,2348,3.7,115,433,619,91.0,77300,75200,74540,750,All Wheel,5,0,1,5.0,0,1,1,1
BMW,249,Available,430,189,2370,3.8,136,488,490,81.2,99500,109463,97755,2000,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,176,Available,505,179,2490,4.4,141,553,430,90.6,84764,86304,82615,1700,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,185,Available,475,202,2495,6.4,141,503,520,96.0,86811,90297,75505,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Renault,126,Discontinued,245,167,1555,13.5,33,224,338,41.0,55400,33590,24520,0,Front Wheel,5,0,0,5.0,0,1,1,1
Tesla,250,Discontinued,430,221,2552,2.9,110,448,510,95.0,102990,107005,97980,2250,All Wheel,7,0,1,5.0,0,1,1,1
Ford,169,Discontinued,440,207,2257,5.8,86,410,619,91.0,77200,70940,65405,1500,All Wheel,5,0,1,5.0,0,1,1,1
Skoda,114,Discontinued,460,167,2140,6.7,120,484,570,77.0,51150,52490,46440,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Opel,144,Discontinued,290,175,1598,9.0,79,306,310,50.8,44720,37999,37260,0,Front Wheel,5,1,0,4.0,0,1,1,1
Toyota,215,Available,265,260,2211,13.3,79,252,603,69.0,55400,61100,45895,1000,Front Wheel,7,0,1,5.0,0,1,1,1
VinFast,128,Available,310,192,2113,8.9,90,318,510,59.6,38990,40520,49825,0,Front Wheel,5,0,0,5.0,0,1,1,1
Volvo,150,Available,360,186,2057,7.3,100,394,435,67.0,54390,47495,52410,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Opel,157,Available,280,181,1672,5.9,79,297,310,50.8,47300,43999,35495,0,Front Wheel,5,1,0,5.0,0,1,1,1
Hyundai,159,Discontinued,365,192,2095,5.2,185,452,555,70.0,59550,58995,48000,1600,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,323,Discontinued,485,224,2810,4.6,173,521,645,108.4,135434,173825,139470,1800,All Wheel,7,0,1,5.0,0,1,1,1
Toyota,194,Discontinued,210,220,1739,11.2,78,224,597,46.3,37800,45495,34113,750,Front Wheel,5,1,1,5.0,0,1,1,1
Citroen,119,Discontinued,330,154,1659,9.3,79,359,510,50.8,36325,40305,35800,0,Front Wheel,5,1,0,4.0,0,1,1,1
Mercedes,155,Discontinued,530,171,2360,6.4,141,579,430,90.6,55400,82028,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Smart,232,Discontinued,95,176,1200,12.7,0,66,185,16.7,22600,24050,16915,0,Rear Wheel,4,0,0,4.0,0,1,1,1
Polestar,230,Available,460,222,2600,3.9,200,539,508,102.0,55400,54990,91990,2200,All Wheel,5,1,1,5.0,1,1,1,1
Hyundai,158,Discontinued,290,186,2015,6.1,140,359,555,54.0,45900,54990,49825,1000,All Wheel,5,1,1,5.0,1,1,1,1
CUPRA,116,Discontinued,345,168,1824,6.6,82,371,385,58.0,40750,38989,35085,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Peugeot,142,Discontinued,300,169,1791,10.0,79,322,548,50.8,45765,42570,34660,0,Front Wheel,5,1,0,5.0,0,1,1,1
GWM,107,Available,340,174,1615,8.2,55,313,228,59.3,32490,54990,34995,0,Front Wheel,5,1,0,5.0,0,1,1,1
Porsche,225,Available,460,179,2190,4.8,195,568,530,82.3,102400,108100,87300,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Volvo,150,Available,400,198,2185,4.8,110,438,435,79.0,61290,52495,57660,1800,All Wheel,5,1,1,5.0,0,1,1,1
Peugeot,305,Discontinued,100,205,1679,19.5,30,105,544,20.5,55400,30470,49825,0,Front Wheel,5,0,0,5.0,0,1,1,1
NIO,224,Discontinued,430,209,2441,3.9,100,421,570,90.0,94900,97900,49825,2000,All Wheel,5,1,1,5.0,0,1,1,1
VinFast,128,Available,405,217,2530,5.9,105,411,376,87.7,52990,50690,49825,1800,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,108,Discontinued,455,169,1933,7.9,120,499,385,77.0,47595,43990,47990,0,Rear Wheel,4,1,1,5.0,1,1,1,1
Maserati,530,Available,395,210,2415,2.8,190,489,151,83.0,206713,208250,185610,1000,All Wheel,4,0,0,5.0,0,1,1,1
Mini,170,Available,280,176,1825,6.4,75,294,300,49.2,43150,52490,40800,750,Front Wheel,5,1,1,5.0,0,1,1,1
Nissan,243,Discontinued,125,176,1600,11.9,36,138,330,22.0,33990,32590,21490,0,Front Wheel,5,0,0,5.0,0,1,1,1
Jaguar,186,Discontinued,380,223,2244,6.4,85,354,505,84.7,75351,66060,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
Audi,294,Discontinued,320,270,2730,4.5,146,332,722,86.5,93800,86415,88435,1800,All Wheel,5,1,1,5.0,0,1,1,1
KGM,118,Discontinued,365,221,2265,9.2,100,357,907,80.6,41990,44059,49825,1800,Front Wheel,5,1,1,5.0,1,1,1,1
MG,112,Available,405,181,2180,6.8,120,451,475,73.5,55400,54990,39450,1000,Rear Wheel,5,1,0,5.0,0,1,1,1
Volvo,172,Discontinued,335,224,2188,4.9,108,348,450,75.0,59250,56450,49950,1800,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,267,Discontinued,590,183,2620,4.3,173,655,610,107.8,141705,173825,49825,750,All Wheel,5,0,1,5.0,0,1,1,1
Toyota,244,Discontinued,265,260,2131,13.1,79,252,603,69.0,64530,54990,49825,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Volkswagen,123,Discontinued,450,171,1935,7.9,115,488,385,77.0,56500,54990,47470,0,Rear Wheel,4,1,0,5.0,1,1,1,1
Peugeot,166,Available,365,200,2337,6.0,90,388,588,73.0,60000,56515,56290,1350,All Wheel,5,1,1,4.0,1,1,1,1
Audi,157,Available,415,186,2235,5.4,120,457,535,77.0,61000,66675,59190,1200,All Wheel,5,1,1,5.0,1,1,1,1
GWM,115,Available,325,182,1655,8.2,55,300,228,59.3,37490,54990,49825,0,Front Wheel,5,1,0,5.0,0,1,1,1
Skoda,138,Discontinued,310,168,1976,9.1,90,351,585,52.0,55400,42990,36970,1000,Rear Wheel,5,0,1,5.0,0,1,1,1
Cadillac,178,Available,365,205,2376,6.7,90,359,443,75.0,65000,54990,49825,680,All Wheel,5,1,1,5.0,0,1,1,1
Peugeot,328,Discontinued,85,171,1140,15.9,30,101,166,14.5,29393,29950,21216,0,Rear Wheel,4,0,0,4.0,0,1,1,1
NIO,154,Available,400,184,2265,4.0,110,434,450,73.5,59500,63900,49825,1400,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,165,Discontinued,385,205,2170,4.6,110,414,441,79.0,62890,59495,59555,1800,All Wheel,5,1,1,5.0,0,1,1,1
Ford,132,Available,385,189,2166,6.2,100,408,619,72.6,55800,46300,43840,750,Rear Wheel,5,0,1,5.0,0,1,1,1
Tesla,222,Discontinued,445,192,2184,4.4,90,443,895,85.5,98000,99600,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
Kia,159,Discontinued,235,167,1667,9.8,37,215,451,39.2,38290,35995,32895,0,Front Wheel,5,1,0,4.0,0,1,1,1
Mercedes,129,Discontinued,420,168,2045,8.6,90,414,340,70.5,52205,52546,49750,750,Front Wheel,5,1,1,5.0,0,1,1,1
Ford,158,Available,435,202,2245,4.8,105,441,619,88.0,66600,64400,65415,1500,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,250,Available,465,204,2480,3.3,186,550,564,94.9,115500,121700,97500,2500,All Wheel,5,1,1,5.0,0,1,1,1
Peugeot,175,Available,230,217,1901,11.7,80,239,1050,50.0,39440,44739,31750,750,Front Wheel,7,1,1,5.0,0,1,1,1
Volkswagen,189,Available,265,223,2367,10.7,110,301,1121,59.0,49998,49990,49825,1000,Rear Wheel,7,1,1,5.0,0,1,1,1
Maserati,258,Available,450,219,2555,4.1,110,450,535,98.6,124301,110650,99150,1800,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,201,Discontinued,605,178,2615,5.6,173,672,610,107.8,113359,129902,49825,750,All Wheel,5,0,1,5.0,0,1,1,1
Smart,137,Available,325,191,1975,4.5,90,350,328,62.0,46490,42500,49825,1600,All Wheel,5,1,1,5.0,1,1,1,1
Porsche,320,Available,535,181,2365,2.7,267,693,450,97.0,175600,183000,135200,0,All Wheel,5,1,0,5.0,0,1,1,1
Peugeot,166,Available,235,213,1830,11.7,80,246,775,50.0,38440,42918,30850,750,Front Wheel,5,1,1,5.0,0,1,1,1
GWM,124,Available,430,194,2210,4.5,80,389,333,83.5,53490,54990,49825,0,All Wheel,5,1,0,5.0,0,1,1,1
Audi,207,Available,495,192,2425,4.3,186,578,575,94.9,96200,101990,95450,2400,All Wheel,5,1,1,5.0,0,1,1,1
BMW,137,Available,405,161,1960,8.6,95,437,525,65.2,55100,51840,51905,750,Front Wheel,5,1,1,5.0,0,1,1,1
Tesla,231,Discontinued,340,196,2074,5.8,95,360,895,66.5,78000,79200,49825,1000,Rear Wheel,5,0,0,5.0,0,1,1,1
Ford,171,Discontinued,335,203,2138,6.3,78,337,619,68.0,54750,58165,50850,750,All Wheel,5,0,1,5.0,0,1,1,1
Citroen,124,Discontinued,280,165,1616,9.7,78,311,380,46.3,34640,33990,30895,0,Front Wheel,5,1,0,4.0,0,1,1,1
Mercedes,131,Discontinued,525,170,2405,7.3,120,566,430,89.0,67187,69928,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Toyota,276,Available,180,257,2027,12.1,78,191,603,46.3,44230,55050,49825,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Citroen,115,Available,290,160,1659,9.9,78,318,510,46.3,32600,35915,27215,0,Front Wheel,5,1,0,4.0,0,1,1,1
Renault,131,Discontinued,255,161,1548,13.2,0,182,338,41.0,34100,32890,49825,0,Front Wheel,5,0,0,5.0,0,1,1,1
Tesla,216,Discontinued,435,218,2533,4.9,100,434,510,95.0,91000,95820,82350,2250,All Wheel,7,0,1,5.0,0,1,1,1
Porsche,238,Discontinued,440,190,2320,5.1,216,557,530,83.7,103254,109064,88200,0,All Wheel,5,1,0,5.0,0,1,1,1
Skoda,140,Discontinued,435,177,2251,5.5,120,480,585,77.0,61050,54990,53120,1200,All Wheel,5,1,1,5.0,1,1,1,1
Smart,142,Available,265,177,1855,5.9,65,297,385,47.0,38490,35495,33960,0,Rear Wheel,5,1,0,5.0,1,1,1,1
Opel,122,Discontinued,420,196,2195,9.0,100,433,550,82.2,51950,50499,49825,1200,Front Wheel,5,1,1,5.0,0,1,1,1
Lotus,327,Available,455,240,2725,2.9,259,559,657,109.0,145990,150595,129990,2250,All Wheel,5,1,1,5.0,0,1,1,1
Lucid,200,Discontinued,560,164,2337,4.0,160,645,910,92.0,109000,115000,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
Volkswagen,98,Discontinued,450,171,1928,7.9,115,488,385,77.0,43720,44490,49825,0,Rear Wheel,5,1,0,5.0,1,1,1,1
Volkswagen,122,Discontinued,430,179,2117,8.4,125,459,549,77.0,47550,50090,51940,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Opel,220,Discontinued,265,260,2161,13.3,79,252,912,69.0,57775,59059,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Ford,126,Discontinued,480,190,2160,7.0,115,489,619,91.0,58500,54400,59830,1500,Rear Wheel,5,0,1,5.0,0,1,1,1
Smart,115,Available,335,185,1863,6.7,90,357,338,62.0,39990,37000,49825,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Ford,136,Available,380,191,2175,6.2,100,408,619,72.6,56500,46970,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
BMW,148,Available,390,167,2085,5.6,95,419,490,65.2,56600,59874,49495,1200,All Wheel,5,1,1,5.0,0,1,1,1
JAC,133,Discontinued,225,173,1535,12.0,30,200,250,39.0,55400,29900,49825,1000,Front Wheel,5,0,0,5.0,0,1,1,1
Mercedes,177,Discontinued,350,190,2105,6.0,100,359,340,66.5,56424,66935,54510,1800,All Wheel,5,1,1,5.0,0,1,1,1
Fiat,222,Discontinued,135,158,1290,9.0,40,153,185,21.3,55400,29990,49825,0,Front Wheel,4,0,0,4.0,0,1,1,1
e,167,Discontinued,150,180,1280,12.0,0,106,116,27.0,24990,54990,49825,0,Rear Wheel,4,0,0,5.0,0,1,1,1
Mercedes,275,Discontinued,450,201,2540,3.5,141,491,430,90.6,110706,128613,114750,750,All Wheel,5,1,1,5.0,0,1,1,1
Audi,167,Available,410,185,2200,7.0,150,485,575,75.8,65900,67990,62475,2000,Rear Wheel,5,1,1,5.0,0,1,1,1
Mercedes,262,Discontinued,435,208,2560,4.9,141,468,520,90.6,99841,116755,108760,1800,All Wheel,5,1,1,5.0,0,1,1,1
Elaris,136,Available,390,208,1955,9.5,65,357,467,81.0,53090,54990,49825,1000,Front Wheel,5,0,0,5.0,0,1,1,1
BMW,169,Available,465,175,2345,5.4,136,535,490,81.2,75600,81270,49825,2000,All Wheel,5,1,1,5.0,0,1,1,1
Lucid,218,Available,465,191,2522,4.2,180,549,1663,89.0,99900,102900,49825,1600,All Wheel,7,1,1,5.0,1,1,1,1
Volkswagen,304,Available,245,260,2568,7.4,75,247,1000,63.8,71216,74940,67355,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Tesla,251,Discontinued,355,194,2183,5.4,95,369,895,69.0,88200,89700,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
Audi,174,Discontinued,295,176,1970,9.0,70,314,535,52.0,46700,54155,46190,0,Rear Wheel,5,1,1,5.0,0,1,1,1
Mercedes,158,Discontinued,505,179,2465,6.3,141,549,430,90.6,73363,86263,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
NIO,183,Available,365,201,2378,4.5,110,388,579,73.5,65500,67900,49825,1200,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,204,Available,360,219,2629,6.5,135,395,1121,79.0,73102,69990,67435,1800,All Wheel,7,1,1,5.0,1,1,1,1
Cadillac,249,Available,400,228,2745,3.3,100,392,588,91.0,99640,54990,49825,1587,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,124,Discontinued,430,179,2118,10.4,125,454,549,77.0,47935,53990,50710,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
BMW,257,Available,425,191,2425,3.9,136,485,570,81.2,101500,111520,100005,2000,All Wheel,5,1,1,5.0,0,1,1,1
Tesla,316,Discontinued,405,211,2271,3.3,90,401,895,85.5,124200,132000,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
ORA,146,Discontinued,260,175,1615,8.3,45,247,228,45.4,38990,54990,31995,0,Front Wheel,5,1,0,5.0,0,1,1,1
Skoda,121,Available,460,167,2234,6.7,120,511,570,77.0,53400,54990,50660,1200,All Wheel,5,1,1,5.0,1,1,1,1
Kia,113,Discontinued,370,173,1757,7.9,64,343,315,64.0,36837,44985,37545,0,Front Wheel,5,1,0,5.0,0,1,1,1
Opel,215,Discontinued,265,260,2131,13.3,79,252,507,69.0,56942,57123,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Mercedes,236,Discontinued,455,199,2525,4.2,141,491,430,90.6,103827,111068,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
Ford,191,Discontinued,425,214,2348,4.4,86,397,619,91.0,77200,82920,72830,750,All Wheel,5,0,1,5.0,0,1,1,1
Mercedes,199,Discontinued,505,179,2475,4.7,141,549,430,90.6,87286,113488,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
Abarth,155,Available,280,181,1700,6.2,79,297,360,50.8,44990,45990,33995,0,Front Wheel,5,1,0,5.0,0,1,1,1
BMW,158,Available,395,165,2095,5.6,95,429,525,65.2,62200,61374,55850,1200,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,145,Discontinued,405,190,2242,6.3,115,447,549,77.0,53615,55690,58640,1200,All Wheel,5,1,1,5.0,1,1,1,1
DS,149,Discontinued,265,175,1598,8.7,78,288,350,46.3,39440,38990,34770,0,Front Wheel,5,1,0,5.0,0,1,1,1
Ford,191,Discontinued,345,203,2138,6.3,78,347,619,70.0,62250,66670,60080,750,All Wheel,5,0,1,5.0,0,1,1,1
Mercedes,230,Discontinued,425,209,2580,6.6,120,453,520,89.0,89548,99089,90560,1800,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,145,Discontinued,355,186,2065,7.3,116,383,450,66.0,47500,50995,48355,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Mercedes,257,Available,530,223,2840,5.3,160,543,645,118.0,124545,148173,49825,1800,All Wheel,7,1,1,5.0,0,1,1,1
Mercedes,236,Discontinued,500,217,2695,6.7,173,535,645,108.4,110801,125425,49825,750,Rear Wheel,7,0,1,5.0,0,1,1,1
Mercedes,177,Discontinued,505,179,2490,4.7,141,555,430,90.6,88215,87231,80610,1700,All Wheel,5,1,1,5.0,0,1,1,1
GWM,120,Available,350,184,2065,8.2,75,339,333,64.3,41990,54990,49825,0,Front Wheel,5,1,0,5.0,0,1,1,1
Citroen,213,Available,265,260,2211,14.2,79,252,603,69.0,52230,68571,42035,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Nissan,165,Available,385,226,2277,5.0,80,373,415,87.0,63990,61190,56630,0,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,222,Available,455,211,2615,4.7,141,482,520,96.0,99841,99372,90570,1800,All Wheel,5,1,1,5.0,0,1,1,1
Audi,217,Discontinued,380,228,2555,5.7,146,399,677,86.5,81639,73900,79900,1800,All Wheel,5,1,1,5.0,0,1,1,1
Opel,261,Discontinued,265,260,2161,13.3,79,252,510,69.0,70075,68134,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Fiat,248,Available,135,158,1281,9.0,40,150,185,21.3,35490,31490,49825,0,Front Wheel,4,0,0,4.0,0,1,1,1
Ford,189,Available,410,222,2343,3.9,115,417,619,91.0,80300,71400,69800,750,All Wheel,5,0,1,5.0,0,1,1,1
Tesla,242,Discontinued,345,200,2102,5.8,95,362,895,69.0,82700,84100,49825,1000,Rear Wheel,5,0,0,5.0,0,1,1,1
Skoda,146,Discontinued,430,179,2253,6.5,115,471,575,77.0,63300,61990,54370,1200,All Wheel,5,1,1,5.0,1,1,1,1
Genesis,181,Available,450,200,2900,5.1,160,506,354,90.0,76180,54990,75615,0,All Wheel,5,1,0,5.0,1,1,1,1
Tesla,252,Discontinued,355,204,2427,4.8,80,346,510,72.5,91700,88120,76550,2250,All Wheel,7,0,1,5.0,0,1,1,1
Genesis,164,Available,410,195,2200,5.5,205,513,432,80.0,55400,54990,58515,1600,All Wheel,5,1,1,5.0,1,1,1,1
Ford,240,Available,270,263,2432,9.0,105,272,672,71.0,61702,67260,57083,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Mini,370,Discontinued,165,175,1540,8.2,44,167,160,28.9,60000,62990,52500,0,Front Wheel,4,1,0,5.0,0,1,1,1
Volkswagen,262,Available,250,255,2348,8.6,75,250,1000,63.8,65872,65290,49825,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Peugeot,218,Discontinued,265,260,2131,14.3,79,252,603,69.0,57940,57367,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Mercedes,301,Discontinued,425,213,2600,4.3,141,460,520,90.6,124920,130791,49825,1800,All Wheel,5,1,1,5.0,0,1,1,1
Citroen,118,Discontinued,330,154,1636,9.2,79,359,380,50.8,35925,39455,35800,0,Front Wheel,5,1,0,4.0,0,1,1,1
Lotus,255,Discontinued,480,227,2595,4.5,259,593,657,109.0,121990,124090,105805,2250,All Wheel,5,1,1,5.0,0,1,1,1
Audi,159,Discontinued,300,173,1990,9.0,90,341,535,52.0,47600,54990,49825,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Mercedes,276,Available,315,286,2735,12.2,96,291,1410,90.0,62897,89679,93955,0,Front Wheel,7,1,0,5.0,0,1,1,1
Genesis,197,Available,395,203,2250,4.0,205,493,432,80.0,55400,54990,67715,1600,All Wheel,5,1,1,5.0,1,1,1,1
